DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2013-0401-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000133,Cyclone Phailin,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Jharkhand, Bihar, West Bengal, Chhattisgarh provinces",,Flood|Surge,Yes,No,No,,200,Kph,,,,2013,10,12,2013,10,14,47,,13230000,,13230000,,,,,633471,828563,76.45414599,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""}]",29-07-2014,25-09-2023
2013-0482-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Bihar, Jharkhand provinces",,,No,No,No,,,Kph,,,,2013,10,5,2013,10,6,32,,,,,,,,,,,76.45414599,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""}]",25-11-2013,25-09-2023
2013-0515-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Helen,IND,India,Southern Asia,Asia,"Krishna, Guntur, East Godavari, West Godavari, Vishakhapatnam districts (Andhra Pradesh province)",,Flood,No,No,No,,65,Kph,,,,2013,11,22,2013,11,22,10,,,,,,,,,262000,342689,76.45414599,"[{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",07-12-2013,25-09-2023
2014-0047-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Jammu and Kashmir, Uttarakhand, Delhi provinces",,Fog,No,No,No,,-9,°C,,,,2014,1,20,2014,1,24,24,,,,,,,,,,,77.69440613,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",06-02-2014,25-09-2023
2014-0106-IND,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,IND,India,Southern Asia,Asia,"Doda, Bhaderwah, Thathri, Gandoh, Bhallessa villages (Kishtwar (72809) district, Jammu and Kashmir (40427) province), Kora Pani, Tangdhar villages (Kupwara (72786) district, Jumma and Kashmir (40431) province)",,"Rain|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2014,3,10,2014,3,12,17,,9610,,9610,,,,,,,77.69440613,"[{""adm2_code"":72809,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72786,""adm2_name"":""Administrative unit not available""}]",29-07-2014,25-09-2023
2014-0182-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Ghaziabad district (Utar Pradesh province), Delhi, West Bengal provinces",,,No,No,No,,,Kph,,,,2014,5,30,2014,5,31,15,26,,,26,,,,,,,77.69440613,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm2_code"":17911,""adm2_name"":""Ghaziabad""}]",11-06-2014,25-09-2023
2014-0218-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Assam province,Heavy monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,49220,Km2,,,Brahmaputra,2014,6,26,2014,6,28,27,,18500,,18500,,,,,2000,2574,77.69440613,"[{""adm1_code"":1487,""adm1_name"":""Assam""}]",16-07-2014,25-09-2023
2014-0268-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Uttarakhand, Himachal Pradesh provinces",Excessive rainfall,,No,No,No,,,Km2,,,Sharda river,2014,7,16,2014,7,22,26,,,,,,,,,,,77.69440613,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",28-08-2014,25-09-2023
2014-0270-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Malin village (Pune district, Maharashtra province)",Monsoonal rains,,No,No,No,,,,,,,2014,7,30,2014,7,30,151,,,200,200,,,,,,,77.69440613,"[{""adm2_code"":17776,""adm2_name"":""Pune""}]",28-08-2014,25-09-2023
2014-0313-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Orissa province,Torrential monsoonal rain,,No,No,No,,,Km2,,,"Mahanadi, Baitarani, Budha",2014,8,3,2014,8,4,35,,179000,,179000,,,,,200000,257419,77.69440613,"[{""adm1_code"":1504,""adm1_name"":""Orissa""}]",23-09-2014,25-09-2023
2014-0343-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2014-000122,,IND,India,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,"Slide (land, mud, snow, rock)",Yes,No,No,,,Km2,,,,2014,9,,2014,9,,298,,275000,,275000,,,150000,193064,16000000,20593503,77.69440613,"[{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",01-10-2014,25-09-2023
2014-0391-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",Torrential monsoonal rains; Typhoon Kalmaegi,"Slide (land, mud, snow, rock)",No,No,No,,61894.97,Km2,,,,2014,9,24,2014,10,11,95,,,650000,650000,,,,,163000,209796,77.69440613,"[{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17796,""adm2_name"":""West Garo Hills""}]",10-10-2014,25-09-2023
2014-0392-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2014-000141,Cyclone Hudhud,IND,India,Southern Asia,Asia,"Vishakhapatnam, Gangavaram towns (Vishakhapatnam district, Andhra Pradesh province), Baragarh, Bolangir, Boudh, Gajapati, Ganjam, Kalahandi, Kandhamal, Khordha, Koraput, Malkangiri, Nabarangpur, Nayagarh, Nuapada, Puri, Rayagada, Sonepur districts (Orissa province), Chhattisgarh province",,Surge,Yes,No,No,,215,Kph,,,,2014,10,12,2014,10,12,53,,920000,,920000,,,530000,682160,7000000,9009658,77.69440613,"[{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""},{""adm2_code"":17566,""adm2_name"":""Vishakhapatnam""},{""adm2_code"":17811,""adm2_name"":""Ganjam""},{""adm2_code"":17812,""adm2_name"":""Kalahandi""},{""adm2_code"":17814,""adm2_name"":""Koraput""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70208,""adm2_name"":""Baragarh""},{""adm2_code"":70210,""adm2_name"":""Bolangir""},{""adm2_code"":70211,""adm2_name"":""Boudh""},{""adm2_code"":70213,""adm2_name"":""Gajapati""},{""adm2_code"":70217,""adm2_name"":""Kandhamal""},{""adm2_code"":70219,""adm2_name"":""Khordha""},{""adm2_code"":70220,""adm2_name"":""Malkangiri""},{""adm2_code"":70221,""adm2_name"":""Nabarangpur""},{""adm2_code"":70222,""adm2_name"":""Nayagarh""},{""adm2_code"":70223,""adm2_name"":""Nuapada""},{""adm2_code"":70224,""adm2_name"":""Rayagada""},{""adm2_code"":70225,""adm2_name"":""Sonepur""}]",14-10-2014,25-09-2023
2014-0408-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces","Heavy rains, overflowing rivers after dam opening in Nepal","Slide (land, mud, snow, rock)|Transport accident",No,No,No,,,Km2,,,"Ghagra, Rapti, Saryu rivers",2014,8,16,2014,9,1,94,,500000,,500000,,,,,,,77.69440613,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17892,""adm2_name"":""Azamgarh""},{""adm2_code"":17896,""adm2_name"":""Bara Banki""},{""adm2_code"":17907,""adm2_name"":""Faizabad""},{""adm2_code"":17913,""adm2_name"":""Gonda""},{""adm2_code"":17921,""adm2_name"":""Lakhimpur Kheri""},{""adm2_code"":17938,""adm2_name"":""Sitapur""},{""adm2_code"":70261,""adm2_name"":""Balrampur""},{""adm2_code"":70277,""adm2_name"":""Shravasti""}]",15-10-2014,25-09-2023
2014-0409-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Odisha province,,,No,No,No,,,Km2,,,,2014,8,9,2014,8,16,47,,3600000,,3600000,,,,,100000,128709,77.69440613,"[{""adm1_code"":1504,""adm1_name"":""Orissa""}]",15-10-2014,25-09-2023
2014-0520-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Muzaffarnagar district (Uttar Pradesh province),,,No,No,No,,3.1,°C,,,,2014,12,7,2014,12,9,16,,,,,,,,,,,77.69440613,"[{""adm2_code"":17929,""adm2_name"":""Muzaffarnagar""}]",14-01-2015,25-09-2023
2014-0523-IND,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand, Uttar Pradesh provinces",,Fog|Snow/ice,No,No,No,,,°C,,,,2014,12,17,2014,12,18,140,,,,,,,,,,,77.69440613,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",14-01-2015,25-09-2023
2014-0538-IND,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,,No,No,No,,,Kph,,,,2014,4,17,2014,4,20,27,,,,,,,,,,,77.69440613,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",25-03-2015,25-09-2023
2014-0551-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,Hyderabad district (Andhra Pradesh province),,Flood|Hail,No,No,No,,,Kph,,,,2014,3,6,2014,3,7,7,58,1870,,1928,,,,,,,77.69440613,"[{""adm2_code"":17553,""adm2_name"":""Hyderabad""}]",27-03-2015,25-09-2023
2015-0107-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4239|GLIDE:FL-2015-000029,,IND,India,Southern Asia,Asia,"Chadoora village (72811 district, Jammu and Kashmir province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,70287.98,Km2,33.1767,76.41,Jhelum river,2015,3,20,2015,3,31,44,25,,2097,2122,,,,,76000,97703,77.78656766,"[{""adm2_code"":72811,""adm2_name"":""Administrative unit not available""}]",01-04-2015,25-09-2023
2015-0118-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,Tripura province,,,No,No,No,,,Kph,,,,2015,4,4,2015,4,5,1,,10000,,10000,,,,,3000,3857,77.78656766,"[{""adm1_code"":1509,""adm1_name"":""Tripura""}]",20-05-2015,25-09-2023
2015-0126-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2015,3,6,2015,3,18,27,,,,,,,106000,136270,906000,1164726,77.78656766,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",09-04-2015,25-09-2023
2015-0144-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2015-000048|USGS:us20002926,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",,,No,No,No,,7.8,Moment Magnitude,28.2305,84.7314,,2015,4,25,2015,4,25,78,560,,,560,,,,,,,77.78656766,"[{""adm1_code"":1507,""adm1_name"":""Sikkim""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",28-04-2015,25-09-2023
2015-0164-IND,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IND,India,Southern Asia,Asia,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",,Hail,No,No,No,,150,Kph,,,,2015,4,21,2015,4,21,100,100,125000,,125100,,,,,160000,205691,77.78656766,"[{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17612,""adm2_name"":""Madhepura""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":70104,""adm2_name"":""Supaul""}]",20-05-2015,25-09-2023
2015-0175-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:us20002ejl,,IND,India,Southern Asia,Asia,Bihar province,,,No,No,No,,7.3,Moment Magnitude,27.8087,86.0655,,2015,5,12,2015,5,12,20,,,,,,,,,,,77.78656766,"[{""adm1_code"":70073,""adm1_name"":""Bihar""}]",21-05-2015,25-09-2023
2015-0189-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Delhi, Andhra Pradesh, Orissa provinces",,,No,No,No,,48,°C,,,,2015,5,20,2015,5,31,2248,,,,,,,,,,,77.78656766,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1504,""adm1_name"":""Orissa""}]",01-06-2015,25-09-2023
2015-0207-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,DFO:4251,,IND,India,Southern Asia,Asia,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",Torrential rain,,No,No,No,,14179,Km2,10.7121,79.18,,2015,5,17,2015,5,21,8,,200,,200,,,,,,,77.78656766,"[{""adm2_code"":17869,""adm2_name"":""Virudhunagar""}]",04-06-2015,25-09-2023
2015-0226-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2015-000066,,IND,India,Southern Asia,Asia,"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province) ",Seosnal monsoon,,No,No,No,,,,26.9195,93.87,Bhrahmaputra river,2015,6,2,2015,6,29,3,,9000,,9000,,,,,,,77.78656766,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""}]",15-07-2015,25-09-2023
2015-0249-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DFO:4265,,IND,India,Southern Asia,Asia,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",Monsoon rains,,No,No,No,,43781.56,Km2,21.8734,70.76,,2015,6,19,2015,6,20,81,,9000,,9000,,,,,604000,776484,77.78656766,"[{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17649,""adm2_name"":""Surat""}]",15-07-2015,25-09-2023
2015-0253-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2015-000068,,IND,India,Southern Asia,Asia,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2015,6,23,2015,6,30,40,,,1000,1000,,,,,,,77.78656766,"[{""adm2_code"":17948,""adm2_name"":""Darjiling""}]",15-07-2015,25-09-2023
2015-0317-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DFO:4282,,IND,India,Southern Asia,Asia,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen","Slide (land, mud, snow, rock)",No,No,No,,629961.6,Km2,26.2074,82.62,,2015,7,15,2015,8,19,293,,13709887,,13709887,,,,,,,77.78656766,"[{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17584,""adm2_name"":""Karbi Anglong""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":17637,""adm2_name"":""Banas Kantha""},{""adm2_code"":17643,""adm2_name"":""Kachchh""},{""adm2_code"":70129,""adm2_name"":""Patan""},{""adm2_code"":17951,""adm2_name"":""Jalpaiguri""},{""adm2_code"":17953,""adm2_name"":""Maldah""}]",04-08-2015,25-09-2023
2015-0333-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",Torrential monsoonal rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2015,7,7,2015,7,13,25,,,,,,,,,,,77.78656766,"[{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",07-08-2015,25-09-2023
2015-0374-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4288,,IND,India,Southern Asia,Asia,Assam province,Monsoonal rain,,No,No,No,,69190.14,Km2,26.8946,93.75,Brahmaputra river,2015,8,13,2015,8,19,5,,18000,,18000,,,,,,,77.78656766,"[{""adm1_code"":1487,""adm1_name"":""Assam""}]",24-08-2015,25-09-2023
2015-0406-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province) ",Hearvy rain,,No,No,No,,,Km2,,,,2015,8,28,2015,8,30,18,,736000,51000,787000,,,,,,,77.78656766,"[{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70090,""adm2_name"":""Kokrajhar""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""}]",04-09-2015,25-09-2023
2015-0413-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province ",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2015,7,14,2015,7,16,,,85250,,85250,,,,,,,77.78656766,"[{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70090,""adm2_name"":""Kokrajhar""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",10-09-2015,25-09-2023
2015-0450-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,,No,No,No,,,Kph,,,,2015,9,6,2015,9,6,32,,,,,,,,,,,77.78656766,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm2_code"":70212,""adm2_name"":""Deogarh""},{""adm2_code"":70220,""adm2_name"":""Malkangiri""},{""adm2_code"":70221,""adm2_name"":""Nabarangpur""}]",12-10-2015,25-09-2023
